Latitude,Longitude,DepthOfSoil,TotalUnitWeight,N60,FinesContent,PeakGroundAcceleration,GoundWaterLevel,SoilType,ModulusOfElasticity
15.33235,120.591202,10.5,20,54,4.42,0.4,3,SP,35
15.329174,120.539963,10.5,20,50,3.02,0.4,3,SP,35
15.332708,120.591205,10.5,19.5,52,5.14,0.4,3,SP,35
15.404695,120.517583,10.5,21.9,49,3.95,0.4,3,SP,50
15.337582,120.438447,10.5,22.2,1,1.34,0.45,100,SP,50
15.338506,120.439017,10.5,20.7,44,4.27,0.45,0.5,SP,50
15.377932,120.46811,10.5,19.4,30,33.96,0.41,3,SM,15
15.376099,120.465189,10.5,21.5,10,0.68,0.41,3,SP,25
15.403506,120.535484,10.5,20,10,25.56,0.4,1,SM,35
15.401833,120.537011,10.5,19.5,10,31.32,0.4,1,SM,35
15.35027778,120.5733333,10.5,21,64,32.35,0.4,100,SM,65
15.324878,120.421894,10.5,21,48,30.1,0.03,3,SM,35
15.409628,120.531149,10.5,21,38,29.5,0.4,0.6,SM,35
15.408638,120.533869,10.5,21,39,26.9,0.4,0.6,SM,35
15.406295,120.536085,10.5,21,43,2.24,0.4,1,SP,35
15.37835,120.50901,10.5,23,100,50,0.4,3,ROCK,500
15.378394,120.5089,10.5,23,100,50,0.4,2.8,ROCK,500
15.378457,120.509039,10.5,23,100,50,0.4,3.2,ROCK,100
15.378411,120.509217,10.5,23,100,50,0.4,2.5,ROCK,500
15.378467,120.509242,10.5,23,100,50,0.4,2.7,ROCK,500
15.346585,120.591898,10.5,21,100,5,0.36,8.6,Sandstone,6000
15.346589,120.59203,10.5,21,100,5,0.36,9,Sandstone,6000
15.35940626,120.536204,10.5,21,100,23.54,0.4,100,SM,65
15.35942178,120.5361342,10.5,21,100,24.5,0.4,100,SM,65
15.35945799,120.536043,10.5,21,100,24.4,0.4,100,SM,65
15.368641,120.491331,10.5,21,100,5,0.45,7.5,Sandstone,6000
15.368641,120.490274,10.5,21,100,5,0.45,7.5,Sandstone,6000
15.368729,120.490337,10.5,21,100,5,0.45,7.5,Sandstone,6000
15.368404,120.491331,10.5,21,100,5,0.45,7.5,Sandstone,6000
15.367389,120.491501,10.5,21,100,5,0.45,7.5,Sandstone,6000
15.361412,120.444146,10.5,21,45,4,0.47,1.5,SP,35
15.362605,120.444932,10.5,21,44,3,0.47,1.5,SP,35
15.400328,120.538445,10.5,21,42,3.4,0.4,2,SP,35
15.327305,120.424012,10.5,21,49,28.3,0.45,0.61,SM,35
15.328152,120.424192,10.5,21,49,29.1,0.45,0.61,SM,35
15.32419,120.423641,10.5,21,50,25.2,0.45,3,SM,35
15.3432561,120.5477321,10.5,23,100,0,0.4,4.5,Silty Tuff,6000
15.343333,120.547777,10.5,23,100,0,0.4,7,Silty Tuff,6000
15.35897175,120.5291712,10.5,18,1,31.62,0.4,100,SM,4
15.35897175,120.5291229,10.5,18,1,30.31,0.4,100,SM,4
15.35897692,120.5290693,10.5,18,1,31.83,0.4,100,SM,4
15.376099,120.465189,10.5,20,19.5,0.68,0.45,3,SP,32.5
15.377334,120.466745,10.5,21,31.5,4.56,0.45,3,SP,35
15.616506,120.434783,10.5,23,100,0,0.47,6,Sandstone,6000
15.616441,120.434581,10.5,23,100,0,0.47,6,Sandstone,6000
15.615178,120.438655,10.5,23,100,0,0.45,100,Coring,6000
15.615603,120.438983,10.5,23,100,0,0.45,100,Coring,6000
15.463753,120.466264,10.5,23,100,0,0.4,9.13,Sandstone,6000
15.463478,120.466264,10.5,23,100,0,0.4,4.77,Sandstone,6000
15.477092,120.572627,10.5,23,100,3.21,0.42,3,ROCK,650
15.477114,120.572519,10.5,23,100,3.19,0.42,3.1,ROCK,650
15.429698,120.637142,10.5,19.9,100,10,0.35,1.3,SM,35
15.48961,120.588291,10.5,21,57,21.54,0.42,4.5,SM,65
15.484068,120.618036,10.5,23,100,0,0.37,1,Coring,6000
15.468813,120.653222,10.5,21,67,34.53,0.4,3,SM,65
15.529917,120.593229,10.5,19.5,18,22.5,0.4,1.5,SM,32.5
15.51257,120.530434,10.5,21,46,31.05,0.3,1.5,SM,35
15.512619,120.530559,10.5,20,49,27.42,0.3,1.5,SM,35
15.482223,120.618998,10.5,23,100,0,0.37,6,Coring,6000
15.478732,120.612065,10.5,23,100,0,0.37,3,Coring,6000
15.465571,120.56082,10.5,23,100,0,0.4,2,Coring,6000
15.506958,120.582855,10.5,22,36,3.6,0.3,3,SP,35
15.506284,120.581837,10.5,23,100,0,0.3,1.5,Coring,6000
15.505427,120.581811,10.5,22,67,1.23,0.3,3,SP,65
15.4589611,120.563484,10.5,23,100,0,0.4,3,Coring,6000
15.4446,120.598586,10.5,21,50,1.69,0.4,2.5,SP,35
15.460898,120.57104,10.5,23,100,0,0.42,100,Coring,6000
15.460948,120.571038,10.5,23,100,0,0.42,100,Coring,6000
15.439278,120.1588021,10.5,23,100,0,0.36,9,Coring,6000
15.473513,120.586521,10.5,21,48,66,0.42,3,MH,55
15.473617,120.586585,10.5,21,57,61,0.42,3,MH,55
15.50401,120.545443,10.5,21.2,100,0,0.42,100,Coring,6000
15.500177,120.578478,10.5,23,100,0,0.42,4.2,Coring,6000
15.500281,120.578607,10.5,23,100,0,0.42,4.2,Coring,6000
15.461005,120.628472,10.5,23,100,0,0.3,3,Coring,6000
15.514846,120.595286,10.5,23,100,0,0.2,2,Silty Tuff,6000
15.471258,120.62191,10.5,23,100,0,0.42,10,Sandstone,6000
15.471257,120.621935,10.5,23,100,0,0.42,11,Sandstone,6000
15.47107,120.621805,10.5,23,100,0,0.42,11,Sandstone,6000
15.471258,120.62191,10.5,23,100,0,0.42,10.5,Sandstone,6000
15.470799,120.621795,10.5,23,100,0,0.42,10,Sandstone,6000
15.47079,120.62194,10.5,23,100,0,0.42,11,Sandstone,6000
15.452293,120.604534,10.5,23,100,0,0.36,3,Tuff,6000
15.405077,120.523147,10.5,21,49,21.6,0.4,100,SM,35
15.404488,120.52111,10.5,21.3,46,23.8,0.4,100,SM,35
15.350556,120.5733333,10.5,21,73,25.12,0.4,100,SM,65
15.35027778,120.5733333,10.5,21,64,32.35,0.4,100,SM,65
15.663855,120.640629,10.5,21,36,29.7,0.4,3,SM,35
15.636466,120.678522,10.5,20,13,61.94,0.4,5,MH,20
15.636579,120.67891,10.5,21,22,64.9,0.4,6,MH,27.5
15.636575,120.678641,10.5,21,30,61.66,0.4,100,MH,27.5
15.350654,120.4597661,10.5,21,35,31.8,0.45,8.5,SM,35
15.3505555,120.4594444,10.5,21,35,31.5,0.45,8.5,SM,35
15.3508333,120.4596333,10.5,21,41,25.68,0.45,8.5,SM,35
15.3507366,120.4596797,10.5,21,34,28.64,0.45,8.5,SM,35
15.3596706,120.5295569,10.5,21,33,27.34,0.4,1.5,SM,35
15.3596141,120.5296142,10.5,21,40,31.55,0.4,1.5,SM,35
15.3170505,120.5445324,10.5,23,100,0,0.4,9,Silty Tuff,6000
15.317026,120.5444387,10.5,23,100,0,0.4,12,Silty Tuff,6000
15.3169582,120.5443456,10.5,23,100,0,0.4,9,Silty Tuff,6000
15.3576096,120.5307234,10.5,21,36,30.46,0.4,7.5,SM,35
15.3576708,120.5305979,10.5,21,33,23.44,0.4,7.5,SM,35
15.3575746,120.5304976,10.5,21,35,26.82,0.4,7.5,SM,35
15.360509,120.5299422,10.5,21,58,82.24,0.4,9.3,CH,55
15.3606868,120.5302883,10.5,21,56,29.94,0.4,9.5,SM,65
15.3604388,120.53002,10.5,21,60,23.27,0.4,9.5,SM,65
15.3605854,120.5301752,10.5,21,59,56.22,0.4,9.3,ML,55
15.3589515,120.5297841,10.5,21,35,27.74,0.4,3,SM,35
15.3589267,120.5296187,10.5,21,40,31.55,0.4,1.5,SM,35
15.3502499,120.4587197,10.5,21,63,32.45,0.45,1.05,SM,65
15.3502834,120.4589033,10.5,21,65,22.76,0.45,1.05,SM,65
15.3504817,120.4589928,10.5,21,67,33.74,0.45,1.05,SM,65
15.359346,120.5292768,10.5,21,33,34.49,0.4,7.5,SM,35
15.3591204,120.5295204,10.5,21,32,29.54,0.4,7.5,SM,35
15.3585559,120.5361853,10.5,21,51,23.54,0.4,100,SM,65
15.3588452,120.5360233,10.5,21,51,22.9,0.4,100,SM,65
15.311507,120.525509,10.5,23,100,0,0.4,100,Tuff,6000
15.311605,120.525277,10.5,23,100,0,0.4,100,Tuff,6000
15.311683,120.525076,10.5,23,100,0,0.4,100,Tuff,6000
15.367389,120.491501,10.5,23,100,0,0.45,7.5,Sandstone,6000
15.368729,120.490337,10.5,23,100,0,0.45,7.5,ROCK,6000
15.368404,120.491331,10.5,23,100,0,0.45,7.5,ROCK,6000
15.32775,120.591127,10.5,21,72,29.86,0.4,3,SM,65
15.327568,120.590818,10.5,21,56,26.79,0.4,3,SM,65
15.327553,120.591062,10.5,23,100,0,0.4,6,ROCK,6000
15.327533,120.591042,10.5,21,72,22.84,0.4,3,SM,65
15.3360374,120.6249407,10.5,21,21,81.79,0.36,1.05,CH,27.5
15.335743,120.6249792,10.5,21,34,81.31,0.36,1.05,CH,55
15.3032316,120.6952735,10.5,21,43,4.54,0.33,4.05,SP,35
15.3030271,120.695197,10.5,21,45,4.29,0.33,4.05,SP,35
15.3360188,120.658229,10.5,21,51,23.25,0.4,100,SM,65
15.3358829,120.6581489,10.5,21,51,24.56,0.4,100,SM,65
15.3358237,120.6583001,10.5,21,52,25.47,0.4,100,SM,65
15.3246303,120.6566815,10.5,21,51,24.2,0.36,1,SM,65
15.3241186,120.6565847,10.5,21,51,23.63,0.36,1,SM,65
15.326433,120.6543302,10.5,21,36,21.44,0.36,1,SM,35
15.3264609,120.6545474,10.5,21,36,21.5,0.36,1,SM,35
15.325277,120.653888,10.5,21,48,32.79,0.36,100,SM,35
15.325833,120.653611,10.5,21,48,31.34,0.36,100,SM,35
15.325833,120.654166,10.5,21,48,30.11,0.36,100,SM,35
15.686632,120.412972,10.5,16.9,40,62.6,0.4,4.5,MH,20
15.686638,120.41313,10.5,17.2,47,63.4,0.4,5,MH,20
15.686652,120.412968,10.5,21,28,65.4,0.4,6,MH,27.5
15.686296,120.412971,10.5,21,18,67.7,0.4,7,MH,27.5
15.686062,120.412563,10.5,21,22,66.2,0.4,7,MH,27.5
15.743831,120.443005,10.5,23,100,0,0.3,100,ROCK,6000
15.743915,120.443051,10.5,23,100,0,0.3,100,ROCK,6000
15.745085,120.576019,10.5,21,45,59,0.3,2,ML,55
15.744907,120.576261,10.5,21,35,54,0.3,2,ML,55
15.769692,120.575525,10.5,21,26,25.66,0.3,1,SM,35
15.808724,120.571566,10.5,21,18,55.2,0.3,1,ML,27.5
15.808848,120.571571,10.5,21,28,51.8,0.3,1,ML,27.5
15.737812,120.577325,10.5,21,25,52.57,0.3,6,ML,27.5
15.737879,120.577483,10.5,21,22,53.44,0.3,6,ML,27.5
15.74407,120.597089,10.5,17,25,60.6,0.3,100,MH,15
15.625795,120.650289,10.5,17,20,63.84,0.3,6,MH,12
15.625836,120.650662,10.5,17,21,63.68,0.3,6,MH,12
15.666889,120.642879,10.5,17,18,66.6,0.3,1,MH,12
15.684023,120.639705,10.5,17,27,68.56,0.3,21,MH,15
15.685089,120.637294,10.5,19.3,19,21.37,0.4,1,SM,15
15.786314,120.605458,10.5,20,28,23.6,0.3,3.5,SM,15
15.798112,120.611316,10.5,18,53,52.3,0.4,100,ML,20
15.798144,120.611495,10.5,18,43,54,0.4,100,ML,20
15.7854,120.613728,10.5,20,29,25.46,0.3,5,SM,15
15.785383,120.613613,10.5,19,33,34.19,0.3,3,SM,15
15.78522,120.613398,10.5,19,19,33.1,0.3,3,SM,15
15.797873,120.60978,10.5,17.1,17,80.08,0.4,0.4,CH,25
15.799033,120.611473,10.5,19.8,21,34.99,0.4,1.1,SM,15
15.535479,120.689187,10.5,21,61,27.52,0.3,6,SM,20
15.535636,120.689206,10.5,21,60,26.95,0.3,6,SM,20
15.597176,120.664616,10.5,18,34,57.47,0.3,3,ML,15
15.589208,120.698247,10.5,18,17,52.11,0.4,1.1,ML,15
15.596175,120.698729,10.5,18,19,56.9,0.4,3,ML,15
15.558353,120.689713,10.5,17,21,65.7,0.3,1.5,MH,15
15.558274,120.68961,10.5,17,24,69.2,0.3,1.5,MH,15
15.543797,120.681065,10.5,20,36,31.9,0.3,6,SM,20
15.543676,120.681087,10.5,19,45,32.72,0.3,6,SM,20
15.645886,120.388381,10.5,23,100,0,0.4,4,ROCK,6000
15.715506,120.623904,10.5,20,18,0.574,0.4,28.5,ML,20
15.759537,120.600182,10.5,20,25,0.3445,0.3,1.5,SM,15
15.635408,120.624588,10.5,17,42,0.675,0.3,7.5,MH,20
15.555718,120.600598,10.5,19,40,0.239,0.3,3,SM,20
15.592509,120.620622,10.5,20,37,0.261,0.3,3,SM,20
15.59251,120.620552,10.5,20,34,0.245,0.3,3,SM,20
15.556476,120.573764,10.5,19,43,0.248,0.3,100,SM,20
15.556501,120.573845,10.5,20,41,0.216,0.3,100,SM,20
15.578761,120.573483,10.5,17,35,0.609,0.3,4.5,MH,15
15.600169,120.544751,10.5,17,48,0.627,0.3,100,MH,20
15.600168,120.544618,10.5,17,47,0.625,0.3,100,MH,20
15.589244,120.597051,10.5,21,52,0.26,0.3,2.5,SM,20
15.58917,120.597011,10.5,21,50,0.27,0.3,2.5,SM,20
15.620661,120.500156,10.5,23,100,0,0.3,3,ROCK,2000
15.620647,120.500056,10.5,23,100,0,0.3,2.37,ROCK,2000
15.598293,120.517626,10.5,23,100,0,0.3,12,ROCK,300
15.555633,120.608133,10.5,20,49,0.25,0.3,2,SM,20
15.55565,120.608052,10.5,19,36,0.34,0.3,2,SM,20
15.596727,120.608189,10.5,21,61,0.274,0.3,1.5,SM,20
15.572991,120.551964,10.5,20.3,85,0.17,0.4,10,SM,25
15.573001,120.551884,10.5,19.3,77,0.33,0.4,10.5,SM,25
15.602593,120.593001,10.5,4,47,0.297,0.3,4.5,SM,20
15.645909,120.52908,10.5,17.7,40,0.554,0.4,6,ML,15
15.66474,120.555608,10.5,18,21,0.266,0.3,2,SM,15
15.664765,120.55554,10.5,18,18,0.235,0.3,2,SM,15
15.636114,120.543763,10.5,21,28,0.663,0.3,3,MH,15
15.636527,120.543634,10.5,21,34,0.252,0.3,3,SM,35
15.691076,120.55347,10.5,16,17,0.8174,0.3,3,CH,25
15.677637,120.58916,10.5,21,25,0.032,0.3,3,SP,20
15.677583,120.589097,10.5,21,33,0.68,0.3,3,MH,30
15.677111,120.480166,10.5,23,100,0,0.4,1.05,ROCK,300
15.677082,120.480209,10.5,23,100,0,0.4,1.05,ROCK,2000
15.634223,120.517015,10.5,23,100,0,0.4,6.1,ROCK,2000
15.668819,120.584161,10.5,21.612,95,0.4881,0.5,1,SM,65
15.669577,120.580887,10.5,22.51,24,0.6429,0.5,1,SM,32.5
15.669652,120.580584,10.5,20.508,95,0.4731,0.5,1,SM,65
15.62325,120.371596,10.5,23,100,0,0.4,7.5,ROCK,2000
15.625251,120.378636,10.5,23,100,0,0.4,100,ROCK,2000
15.625081,120.378554,10.5,23,100,0,0.4,100,ROCK,2000
15.646295,120.392319,10.5,21,50,55.76,0.4,9,ML,55
15.684619,120.633292,10.5,16.7,14,62.2,0.4,4,MH,12
15.586626,120.699743,10.5,20,40,27.7,0.3,4.5,SM,20
15.7270818,120.3585672,10.5,18,8,94,0.4,0.01,MH,20
15.368379,120.505943,10.5,23,100,0,0.4,6,ROCK,6000
15.3368218,120.505972,10.5,23,100,0,0.4,9,ROCK,6000
15.368155,120.505985,10.5,23,100,0,0.4,9,ROCK,6000
15.345582,120.592561,10.5,21,55,4.49,0.4,2.5,SP ,65
15.345923,120.592566,10.5,21,56,3.71,0.4,2.5,CH,55
15.345885,120.592252,10.5,21,53,2.7,0.4,2.9,SP,65
15.3493346,120.5740834,10.5,21,39,3.07,0.4,1.5,SP,35
15.3493432,120.5740782,10.5,21,43,2.25,0.4,1.5,SP,35
15.3604846,120.5304394,10.5,21,58,82.24,0.4,9.3,CH,55
15.3604923,120.5304318,10.5,21,56,26.94,0.4,9.5,SM,65
15.3604639,120.5304378,10.5,21,60,23.27,0.4,9.5,SM,65
15.3604936,120.5304873,10.5,21,59,56.22,0.4,9.3,ML,55
15.311507,120.525509,10.5,23,100,0,0.4,100,ROCK,650
15.311605,120.525277,10.5,23,100,0,0.4,100,ROCK,6000
15.368374,120.505995,10.5,23,100,0,0.45,6,ROCK,650
15.368238,120.505962,10.5,23,100,0,0.45,9,ROCK,650
15.368155,120.505985,10.5,23,100,0,0.45,9,ROCK,650
15.336751,120.592007,10.5,21,40,21.63,0.4,6,SM,35
15.336912,120.592032,10.5,21,32,20.58,0.4,6,SM,35
15.337439,120.589244,10.5,21,56,22.32,0.4,6,SM,65
15.35055556,120.5733333,10.5,21,73,25.12,0.4,100,SM,65
15.35055666,120.5734335,10.5,21,64,32.35,0.4,100,SM,65
15.35055757,120.5735496,10.5,21,71,35.04,0.4,100,SM,65
15.37828,120.50819,10.5,23,100,0,0.4,8.5,ROCK,6000
15.378975,120.508226,10.5,23,100,0,0.4,8.6,ROCK,6000
15.378334,120.508301,10.5,23,100,0,0.4,9,ROCK,6000
15.378269,120.508313,10.5,23,100,0,0.4,8.5,ROCK,650
15.378308,120.508307,10.5,23,100,0,0.4,9.1,ROCK,650
15.3505296,120.5701649,10.5,20,26,24.69,0.4,6,SM,32.5
15.332215,120.5908914,10.5,21,42,55.6,0.36,3,ML,55
15.33229444,120.5909653,10.5,21,42,55.77,0.36,3,ML,55
15.32917361,120.5899628,10.5,21,43,55.18,0.36,3,ML,55
15.32917432,120.5899736,10.5,21,42,58.23,0.36,3,ML,55
15.3575853,120.530428,10.5,21,32,3.52,0.4,9,SP,35
15.3575962,120.5304292,10.5,21,33,2.47,0.4,9,SP,35
15.3575763,120.5304292,10.5,21,34,3.24,0.4,9,SP,35
15.468587,120.443263,10.5,23,100,0,0.47,8,ROCK,6000
15.468598,120.442912,10.5,23,100,0,0.47,7.5,ROCK,3325
15.616506,120.434783,10.5,23,100,0,0.47,6,ROCK,3325
15.616441,120.434581,10.5,23,100,0,0.47,6,ROCK,3325
15.470214,120.383233,10.5,23,100,0,0.48,6,ROCK,650
15.817066,120.611691,10.5,21,23,75,0.47,3,CH,27.5
15.817149,120.611651,10.5,20,11,87,0.47,3,CH,20
15.6254782,120.287526,10.5,23,100,0,0.346,3.46,CS,6000
15.279038,120.568952,12,21,44,28.27,0.4,9,SM,35
15.279238,120.568983,12,21,45,34.43,0.4,9,SM,35
15.279348,120.56922,12,21,47,21.07,0.4,9,SM,35
15.279277,120.56927,12,21,48,24.23,0.4,9,SM,35
15.322512,120.596153,12,21,60,22.12,0.35,3,SM,65
15.322431,120.596132,12,21,61,24.46,0.35,3,SM,65
15.322557,120.596316,12,21,64,20.54,0.35,3,SM,65
15.322509,120.596224,12,21,66,24.59,0.35,3,SM,65
15.279931,120.569317,12,21,70,3.5,0.4,6,SP,65
15.279822,120.569431,12,21,69,1.28,0.4,6,SP,65
15.280222,120.569403,12,21,71,3.25,0.4,6,SP,65
15.2794012,120.567799,12,21,74,4.16,0.4,6,SP,65
15.277817,120.5210103,12,21,73,24.09,0.4,9.5,SM,65
15.277935,120.521199,12,21,76,8.16,0.4,9.5,SP-SM,65
15.277791,120.521274,12,21,73,81.28,0.4,9.5,CH,55
15.277908,120.521475,12,21,72,46.96,0.4,9.5,SC,65
15.265678,120.557086,12,21,39,69.21,0.4,1,CH,55
15.265469,120.557034,12,21,34,83.38,0.4,1,CH,55
15.412247,120.6778943,12,21,80,3.52,0.4,3,SP,65
15.412146,120.6780798,12,21,85,3.27,0.4,3,SP,65
15.3504006,120.4602369,12,20,49,27.64,0.44,8.5,SM,35
15.350654,120.4597661,12,20,45,27.31,0.44,8.5,SM,35
15.35074833,120.4596344,12,20,52,27.83,0.44,8.5,SM,65
15.35073667,120.4596797,12,20,36,29.11,0.44,8.5,SM,35
15.354686,120.446385,12,19.8,36,24.98,0.48,4,SM,15
15.3578,120.53076,12,20,39,25.21,0.4,7.5,SM,35
15.35779,120.53053,12,20,39,23.12,0.4,7.5,SM,35
15.35771,120.5304,12,20,37,22.37,0.4,7.5,SM,65
15.3577,120.53029,12,20,34,34.26,0.4,7.5,SM,35
15.348322,120.471861,12,18,33,2.5,0.44,5,SP,35
15.347915,120.472292,12,19.5,46,4.2,0.44,3,SP,35
15.347612,120.472865,12,21,43,3.1,0.44,4.5,SP,35
15.377822,120.467915,12,20.4,40,26.23,0.47,4,SM,20
15.33255,120.591192,12,19,37,3.13,0.4,3,SP,35
15.33235,120.591202,12,19,40,3.77,0.4,3,SP,35
15.329174,120.539963,12,21,43,2.56,0.4,3,SP,65
15.332708,120.591205,12,20,45,2.1,0.4,3,SP,35
15.404695,120.517583,12,21.9,49,1.35,0.4,3,SP,50
15.337582,120.438447,12,21.7,47,1.42,0.47,100,SP,50
15.338506,120.439017,12,21.1,46,4.05,0.47,0.5,SP,50
15.377932,120.46811,12,19.7,36,29.19,0.41,3,SM,20
15.376099,120.465189,12,21.7,10,0.45,0.41,3,SP,25
15.403506,120.535484,12,21,10,31.54,0.44,1,SM,65
15.401833,120.537011,12,20,10,21.45,0.44,1,SM,35
15.35027778,120.5733333,12,21,79,29.19,0.4,100,SM,65
15.324878,120.421894,12,21,52,27.7,0.03,3,SM,65
15.409628,120.531149,12,21,46,31.6,0.4,0.6,SM,35
15.408638,120.533869,12,21,44,23.9,0.4,0.6,SM,35
15.406295,120.536085,12,21,52,34.19,0.4,1,SM,65
15.37835,120.50901,12,23,100,48,0.4,3,CORING,6000
15.378394,120.5089,12,23,100,46,0.4,2.8,CORING,6000
15.378457,120.509039,12,23,100,44.32,0.4,3.2,CORING,6000
15.378411,120.509217,12,23,100,49.6,0.4,2.5,CORING,6000
15.378467,120.509242,12,23,100,50,0.4,2.7,CORING,6000
15.346585,120.591898,12,23,100,5,0.36,8.6,CORING,6000
15.346589,120.59203,12,23,100,5,0.36,9,CORING,6000
15.35940626,120.536204,12,23,100,24.54,0.4,100,CORING,6000
15.35942178,120.5361342,12,23,100,24.5,0.4,100,CORING,6000
15.35945799,120.536043,12,23,100,22.9,0.4,100,CORING,6000
15.368641,120.491331,12,21,100,5.4,0.45,7.5,Sandstone,6000
15.368641,120.490274,12,21,100,4.9,0.45,7.5,Sandstone,6000
15.368729,120.490337,12,21,100,5.3,0.45,7.5,Sandstone,6000
15.368404,120.491331,12,21,100,4.6,0.45,7.5,Sandstone,6000
15.367389,120.491501,12,21,100,4.76,0.45,7.5,Sandstone,6000
15.361412,120.444146,12,21,50,4,0.47,1.5,SP,35
15.362605,120.444932,12,21,48,4,0.47,1.5,SP,35
15.400328,120.538445,12,21,47,3.5,0.4,2,SP,35
15.327305,120.424012,12,21,55,30.9,0.45,0.61,SM,65
15.328152,120.424192,12,21,55,24.1,0.45,0.61,SM,65
15.32419,120.423641,12,21,54,26.3,0.45,3,SM,65
15.3432561,120.5477321,12,23,100,0,0.4,4.5,Silty Tuff,6000
15.343333,120.547777,12,23,100,0,0.4,7,Silty Tuff,6000
15.35897175,120.5291712,12,18,1,28.86,0.4,100,SM,4
15.35897175,120.5291229,12,18,1,30.29,0.4,100,SM,4
15.35897692,120.5290693,12,18,1,30.66,0.4,100,SM,4
15.376099,120.465189,12,20,21,0.45,0.45,3,SP,32.5
15.377334,120.466745,12,21,34.5,2.95,0.45,3,SP,35
15.616506,120.434783,12,23,100,0,0.47,6,Sandstone,6000
15.616441,120.434581,12,23,100,0,0.47,6,Sandstone,6000
15.615178,120.438655,12,23,100,0,0.45,100,Coring,6000
15.615603,120.438983,12,23,100,0,0.45,100,Coring,6000
15.463753,120.466264,12,17.56,100,0,0.4,9.13,Sandstone,6000
15.463478,120.466264,12,17.66,100,0,0.4,4.77,Sandstone,6000
15.477092,120.572627,12,23,100,2.16,0.42,3,ROCK,650
15.477114,120.572519,12,23,100,2.05,0.42,3.1,ROCK,650
15.429698,120.637142,12,20.6,80,12,0.35,1.3,SP-SM,65
15.48961,120.588291,12,21,52,23.61,0.42,4.5,SM,65
15.484068,120.618036,12,21,86,22.16,0.37,1,SM,65
15.468813,120.653222,12,21,80,24.56,0.4,3,SM,65
15.529917,120.593229,12,19.7,20,22.5,0.4,1.5,SM,32.5
15.51257,120.530434,12,20,42,32.74,0.3,1.5,SM,35
15.512619,120.530559,12,20,40,26.64,0.3,1.5,SM,35
15.482223,120.618998,12,23,100,0,0.37,6,Coring,6000
15.478732,120.612065,12,23,100,0,0.37,3,Coring,6000
15.465571,120.56082,12,23,100,0,0.4,2,Coring,6000
15.506958,120.582855,12,22,45,3.4,0.3,3,SP,35
15.506284,120.581837,12,23,100,0,0.3,1.5,Coring,6000
15.505427,120.581811,12,23,100,0,0.3,3,Coring,6000
15.4589611,120.563484,12,23,100,0,0.4,3,Coring,6000
15.4446,120.598586,12,23,100,0,0.4,2.5,Coring,6000
15.460898,120.57104,12,23,100,0,0.42,100,Coring,6000
15.460948,120.571038,12,23,100,0,0.42,100,Coring,6000
15.439278,120.1588021,12,23,100,0,0.36,9,Coring,6000
15.473513,120.586521,12,21,100,62,0.42,3,MH,55
15.473617,120.586585,12,21,100,66,0.42,3,MH,55
15.50401,120.545443,12,21.2,100,0,0.42,100,Coring,6000
15.500177,120.578478,12,23,100,0,0.42,4.2,Coring,6000
15.500281,120.578607,12,23,100,0,0.42,4.2,Coring,6000
15.461005,120.628472,12,23,100,0,0.3,3,Coring,6000
15.514846,120.595286,12,23,100,0,0.2,2,Silty Tuff,6000
15.471258,120.62191,12,23,100,0,0.42,10,Sandstone,6000
15.471257,120.621935,12,23,100,0,0.42,11,Sandstone,6000
15.47107,120.621805,12,23,100,0,0.42,11,Sandstone,6000
15.471258,120.62191,12,23,100,0,0.42,10.5,Sandstone,6000
15.470799,120.621795,12,23,100,0,0.42,10,Sandstone,6000
15.47079,120.62194,12,23,100,0,0.42,11,Sandstone,6000
15.452293,120.604534,12,23,100,0,0.36,3,Tuff,6000
15.405077,120.523147,12,24.7,53,27.3,0.4,100,SM,65
15.404488,120.52111,12,21.4,54,31.1,0.4,100,SM,65
15.350556,120.5733333,12,21,78,26.89,0.4,100,SM,65
15.35027778,120.5733333,12,21,79,29.19,0.4,100,SM,65
15.663855,120.640629,12,21,36,33.7,0.4,3,SM,35
15.636466,120.678522,12,21,19,65.76,0.4,5,MH,27.5
15.636579,120.67891,12,21,16,61.99,0.4,6,MH,27.5
15.636575,120.678641,12,21,36,60.41,0.4,100,MH,55
15.350654,120.4597661,12,21,45,27.31,0.45,8.5,SM,35
15.3505555,120.4594444,12,21,40,25.72,0.45,8.5,SM,35
15.3508333,120.4596333,12,21,52,27.83,0.45,8.5,SM,65
15.3507366,120.4596797,12,21,36,29.11,0.45,8.5,SM,35
15.3596706,120.5295569,12,21,40,27.19,0.4,1.5,SM,35
15.3596141,120.5296142,12,21,47,30.53,0.4,1.5,SM,35
15.3170505,120.5445324,12,23,100,0,0.4,9,Silty Tuff,6000
15.317026,120.5444387,12,23,100,0,0.4,12,Silty Tuff,6000
15.3169582,120.5443456,12,23,100,0,0.4,9,Silty Tuff,6000
15.3576096,120.5307234,12,21,39,25.21,0.4,7.5,SM,35
15.3576708,120.5305979,12,21,37,27.27,0.4,7.5,SM,35
15.3575746,120.5304976,12,21,39,23.12,0.4,7.5,SM,35
15.360509,120.5299422,12,21,66,81.2,0.4,9.3,CH,55
15.3606868,120.5302883,12,21,66,26.62,0.4,9.5,SM,65
15.3604388,120.53002,12,21,70,20.15,0.4,9.5,SM,65
15.3605854,120.5301752,12,21,71,53.27,0.4,9.3,ML,55
15.3589515,120.5297841,12,21,37,27.83,0.4,3,SM,35
